"","year","area","id","text","average","country","score","date","host","min.number","min.before","min.after","min.closest","min.any","total","commitments","commitments2","binding.level","summit.ref","org.ref","mentions.date","mentions.multi.year","mentions.money","mentions.values","gdp","gdp.per.cap","gdp.growth","is.italy","is.trade","is.health","is.uk","is.us","is.canada","is.eu","is.france","is.germany","is.japan","is.russia","is.climate","is.conflict","is.crime","is.development","is.democracy","is.education","is.energy","is.environment","is.finance","is.food","is.gender","is.ict","is.labor","is.macro","is.nonprolif","is.security","is.terrorism"
"1",1975,"Trade","1975",NA,0.166666667,"eu",NA,"1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,1.69e-15,4.246460926e-05,-1.23700296,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"eu",NA,"1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,1.69e-15,4.246460926e-05,-1.23700296,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"germany","0","1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,4.91e-16,6.236358881e-05,-0.496434235,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"france","0","1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,NA,6.69057827e-05,-1.582715872,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1975,"Trade","1975",NA,0.166666667,"italy","-1","1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,2.28e-16,4.106993868e-05,-2.673183923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"us","0","1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,1.68e-15,7.801456664e-05,-1.184589274,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",1975,"Trade","1975",NA,0.166666667,"germany","1","1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,4.91e-16,6.236358881e-05,-0.496434235,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1975,"Trade","1975",NA,0.166666667,"us","1","1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,1.68e-15,7.801456664e-05,-1.184589274,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"italy","0","1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,2.28e-16,4.106993868e-05,-2.673183923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",1975,"Trade","1975",NA,0.166666667,"japan","1","1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,5.22e-16,4.659120115e-05,1.45411994,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1975,"Trade","1975",NA,0.166666667,"france","-1","1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,NA,6.69057827e-05,-1.582715872,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"russia",NA,"1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1975,"Trade","1975",NA,0.166666667,"canada",NA,"1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,1.74e-16,7.511211343e-05,-0.008760948,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"canada",NA,"1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,1.74e-16,7.511211343e-05,-0.008760948,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"uk","0","1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,2.42e-16,4.299745618e-05,-1.466335302,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1975,"Trade","Jun-75","We believe that the multilateral trade negotiations should be accelerated (Tokya Declaration). We propose as our goal competion of the negotiations in 1977.",0,"japan","0","1975-11-15","France",0,0,0,NA,0,338,2,4,0,0,0,1,1,0,0,5.22e-16,4.659120115e-05,1.45411994,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1975,"Trade","1975",NA,0.166666667,"uk","0","1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,2.42e-16,4.299745618e-05,-1.466335302,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1975,"Trade","1975",NA,0.166666667,"russia",NA,"1975-11-15","France",0,0,0,NA,0,338,2,4,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"italy","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,3.15e-16,5.610498099e-05,2.872936349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"20",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"germany","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,7.4e-16,9.48204285e-05,3.098181629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"21",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"eu",NA,"1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.44e-15,6.044239238e-05,2.587133328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"22",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"germany","1","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,7.4e-16,9.48204285e-05,3.098181629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"23",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"us","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.35e-15,0.0001056494822,4.422982369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"24",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"russia",NA,"1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"25",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"eu",NA,"1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.44e-15,6.044239238e-05,2.587133328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"26",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"uk","1","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,3.36e-16,5.976938169e-05,4.198675323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"27",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"italy","1","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,3.15e-16,5.610498099e-05,2.872936349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"uk","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,3.36e-16,5.976938169e-05,4.198675323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"29",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"russia",NA,"1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"30",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"france","1","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,NA,9.264777834e-05,3.552398215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"31",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"uk","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,3.36e-16,5.976938169e-05,4.198675323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"32",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"germany","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,7.4e-16,9.48204285e-05,3.098181629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"33",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"eu",NA,"1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.44e-15,6.044239238e-05,2.587133328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
